impacto_presupuestario_mes,finalidad_id,finalidad_desc,funcion_id,funcion_desc,credito_comprometido,credito_devengado,credito_pagado,anio,periodo,mes_completo,ipc,credito_comprometido_real_agosto2026,credito_devengado_real_agosto2026,credito_pagado_real_agosto2026
11,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,30559.73929187,32232.56389165,38134.63569411,2025,2025-11,True,9841.3581,38122.25553578,40209.04843183,47571.68615903
11,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,209763.90429684,229980.08659394,246477.11320095,2025,2025-11,True,9841.3581,261673.47454806,286892.48771199,307471.9781941
11,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,15360.95275928,19344.24153093,22111.25547054,2025,2025-11,True,9841.3581,19162.2762475,24131.29613917,27583.05374317
11,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,8544.66397296,39462.08574841,30497.48790671,2025,2025-11,True,9841.3581,10659.18332396,49227.63582855,38044.599009
11,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,76573.14222141,81311.46245037,81761.12101745,2025,2025-11,True,9841.3581,95522.44104774,101433.33750054,101994.27156592
11,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,3426.76222716,4703.2163375,3277.75806189,2025,2025-11,True,9841.3581,4274.77158874,5867.10551899,4088.89386216
11,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,7244.98085901,7321.08729017,6551.36243005,2025,2025-11,True,9841.3581,9037.87198644,9132.81222101,8172.60612993
11,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,953.795987,2886.51762411,3169.19492703,2025,2025-11,True,9841.3581,1189.8286827,3600.83446471,3953.46497223
11,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,69577.1781332,208526.32056341,222718.45768853,2025,2025-11,True,9841.3581,86795.20917765,260129.6301166,277833.84784291
11,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,210664.013139,243720.31459346,232024.88053915,2025,2025-11,True,9841.3581,262796.33030815,304032.96387622,289443.29996051
11,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,50545.54376562,47698.56662105,43729.25315521,2025,2025-11,True,9841.3581,63053.88004866,59502.37101341,54550.78484963
11,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,11708.18138982,17591.64444539,18517.47789406,2025,2025-11,True,9841.3581,14605.56579161,21944.98972771,23099.93607646
11,3,SERVICIOS SOCIALES,1,Salud,279043.04923175,315231.35328681,314794.42765143,2025,2025-11,True,9841.3581,348096.89725087,393240.59960439,392695.54944663
11,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,228268.2112143,236337.0417357,53303.88978299,2025,2025-11,True,9841.3581,284756.98027049,294822.57723367,66494.82470875
11,3,SERVICIOS SOCIALES,3,Seguridad Social,6026949.81861959,6011131.6512067,5948890.40091071,2025,2025-11,True,9841.3581,7518418.88742319,7498686.25114437,7421042.3672752
11,3,SERVICIOS SOCIALES,4,Educación y Cultura,472606.49583844,488666.6807805,174678.94814473,2025,2025-11,True,9841.3581,589560.8411494,609595.38622407,217906.16190452
11,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",114209.46843065,121855.93125576,45048.26186043,2025,2025-11,True,9841.3581,142472.50274405,152011.21009295,56196.20421771
11,3,SERVICIOS SOCIALES,6,Trabajo,14418.34321605,18757.85401232,18428.73553694,2025,2025-11,True,9841.3581,17986.4022803,23399.79726695,22989.23294569
11,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,1711.22220687,1799.46188877,2260.03588826,2025,2025-11,True,9841.3581,2134.69263025,2244.76869045,2819.31939371
11,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,11742.45975383,18368.62659925,18100.74050222,2025,2025-11,True,9841.3581,14648.32690746,22914.24905068,22580.0700792
11,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",516097.591148,569247.36431836,502465.5726653,2025,2025-11,True,9841.3581,643814.53202965,710117.10140425,626809.04362863
11,4,SERVICIOS ECONOMICOS,2,Comunicaciones,2617.38263238,3577.38125892,5327.50384554,2025,2025-11,True,9841.3581,3265.09753874,4462.6638074,6645.88336398
11,4,SERVICIOS ECONOMICOS,3,Transporte,149795.16358904,173947.02340635,273648.82844624,2025,2025-11,True,9841.3581,186864.47059724,216993.1102046,341367.78672942
11,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,7700.20378621,12904.31202271,7787.56597592,2025,2025-11,True,9841.3581,9605.74740549,16097.6988627,9714.72882345
11,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",9934.75650103,24203.52471091,14436.30527364,2025,2025-11,True,9841.3581,12393.27739025,30193.089839,18008.80934808
11,4,SERVICIOS ECONOMICOS,6,Industria,6554.45940705,7163.65968828,6882.35361959,2025,2025-11,True,9841.3581,8176.46950545,8936.42653819,8585.50659964
11,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",5377.9500437,6651.78626835,5647.69695291,2025,2025-11,True,9841.3581,6708.8133137,8297.88151887,7045.31358632
11,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,3363.01790982,5985.87346767,5151.1633559,2025,2025-11,True,9841.3581,4195.25267886,7467.1775096,6425.90448448
11,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,1777336.05277137,1777336.05277137,1868273.09629009,2025,2025-11,True,9841.3581,2217167.44798035,2217167.44798035,2330608.37683052
12,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,59922.6486605,68952.85923004,49491.92552167,2025,2025-12,True,10121.3715,72683.46347184,83636.70059914,60031.46792102
12,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,337510.50108109,393414.18414792,404272.87862705,2025,2025-12,True,10121.3715,409384.97755124,477193.61747219,490364.72290842
12,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,38733.09382633,48477.37209198,38087.71886358,2025,2025-12,True,10121.3715,46981.49152631,58800.86048301,46198.68087659
12,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,177765.14323304,203060.15182199,196150.93913904,2025,2025-12,True,10121.3715,215621.08123672,246302.78296208,237922.22037204
12,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,244971.14077415,264558.01586302,175739.7966539,2025,2025-12,True,10121.3715,297138.9175901,320896.91146843,213164.4274106
12,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,8320.17923828,9743.90034813,8059.42197171,2025,2025-12,True,10121.3715,10092.00122596,11818.91055983,9775.71445154
12,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,12933.84630645,13380.72594003,10755.25758216,2025,2025-12,True,10121.3715,15688.17077649,16230.21556672,13045.64115702
12,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,1881.8562804,5926.35261732,4412.92433895,2025,2025-12,True,10121.3715,2282.60658154,7188.39776964,5352.6776964
12,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,316058.37623514,362204.31951379,287953.38716575,2025,2025-12,True,10121.3715,383364.52005331,439337.46279939,349274.43905614
12,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,355861.91598957,385303.43190521,363040.53767328,2025,2025-12,True,10121.3715,431644.41409108,467355.64172278,440351.75761793
12,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,76313.68986903,81462.80713575,71101.37774405,2025,2025-12,True,10121.3715,92565.05535032,98810.70178174,86242.75641313
12,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,40757.44467873,47947.57262689,48239.22999228,2025,2025-12,True,10121.3715,49436.93758091,58158.2376863,58512.00488347
12,3,SERVICIOS SOCIALES,1,Salud,890805.43840348,976534.39357446,859457.0455034,2025,2025-12,True,10121.3715,1080506.71974711,1184492.06620521,1042482.53655116
12,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,258591.44307011,279199.64637786,455323.62687365,2025,2025-12,True,10121.3715,313659.72844432,338656.54727363,552286.97231389
12,3,SERVICIOS SOCIALES,3,Seguridad Social,8854292.40434151,8874046.66602962,8911600.96103822,2025,2025-12,True,10121.3715,10739856.34690695,10763817.37316191,10809369.03502073
12,3,SERVICIOS SOCIALES,4,Educación y Cultura,898269.75084689,922537.60823214,761257.78497045,2025,2025-12,True,10121.3715,1089560.59324821,1118996.40700528,923371.27352361
12,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",195058.99869901,221502.68593292,160685.58201937,2025,2025-12,True,10121.3715,236597.74598947,268672.7429746,194904.34572287
12,3,SERVICIOS SOCIALES,6,Trabajo,165151.18651337,176083.43096813,170253.85561552,2025,2025-12,True,10121.3715,200320.92206545,213581.24029662,206510.22897337
12,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,11034.15102649,11112.13745839,10977.55532385,2025,2025-12,True,10121.3715,13383.92629506,13478.52031086,13315.27826668
12,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,21873.63709986,22960.71981337,9451.79553382,2025,2025-12,True,10121.3715,26531.73280359,27850.31498353,11464.60062735
12,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",918868.3985779,926995.28889577,972290.39670022,2025,2025-12,True,10121.3715,1114545.82159499,1124403.37209989,1179344.28988559
12,4,SERVICIOS ECONOMICOS,2,Comunicaciones,30587.53144824,34963.09895152,27337.10752294,2025,2025-12,True,10121.3715,37101.2926566,42408.65820039,33158.67540046
12,4,SERVICIOS ECONOMICOS,3,Transporte,463103.66576465,517504.46474774,373473.07536082,2025,2025-12,True,10121.3715,561723.80772061,627709.51719965,453005.95413429
12,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,21711.05000294,34627.03113483,17344.85250379,2025,2025-12,True,10121.3715,26334.52200627,42001.02313377,21038.52185384
12,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",53601.74364544,71295.76498437,49793.57282477,2025,2025-12,True,10121.3715,65016.4914831,86478.53934658,60397.35246094
12,4,SERVICIOS ECONOMICOS,6,Industria,11972.52538348,17190.17135901,12903.91916947,2025,2025-12,True,10121.3715,14522.13196226,20850.900619,15651.87051246
12,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",15850.42642251,18434.56413413,12659.73989449,2025,2025-12,True,10121.3715,19225.85058649,22360.29279102,15355.69209227
12,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,15637.84990381,18667.91588352,16434.74772434,2025,2025-12,True,10121.3715,18968.00488078,22643.33791222,19934.605906
12,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,437192.62551927,437192.62551927,479731.88608095,2025,2025-12,True,10121.3715,530294.88744936,530294.88744936,581893.08713295
1,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,41395.60144263,36803.69012334,26285.53006194,2026,2026-01,True,10413.0309,48804.62924012,43390.85285733,30990.14156929
1,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,507271.19396103,237967.48847034,65911.9466737,2026,2026-01,True,10413.0309,598063.11981655,280559.15704217,77708.93543757
1,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,32521.84879226,18631.39999532,11181.97627367,2026,2026-01,True,10413.0309,38342.64311171,21966.06734308,13183.33801635
1,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,40632.89095508,36736.19439969,20738.36401183,2026,2026-01,True,10413.0309,47905.40803629,43311.27667887,24450.1379705
1,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,35367.52929592,25729.79520065,12793.69265068,2026,2026-01,True,10413.0309,41697.64647142,30334.94070456,15083.5210667
1,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,15828.04623725,4341.98171927,2005.44882885,2026,2026-01,True,10413.0309,18660.96641391,5119.11412303,2364.3861459
1,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,9355.56416431,9136.20105679,324.10242492,2026,2026-01,True,10413.0309,11030.03276819,10771.40782355,382.110614
1,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,5260.72176707,2012.93283806,1753.85453522,2026,2026-01,True,10413.0309,6202.29122007,2373.20965086,2067.76124394
1,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,204811.36100843,176234.61769914,119260.7746013,2026,2026-01,True,10413.0309,241468.71140486,207777.27285836,140606.19207026
1,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,255318.90422359,228531.98337231,156064.85070574,2026,2026-01,True,10413.0309,301016.14723235,269434.8754288,183997.49999199
1,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,41027.79781601,40041.41046836,26316.16026244,2026,2026-01,True,10413.0309,48370.99573789,47208.06375692,31026.25399493
1,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,22310.44727213,21604.06626983,17345.54543266,2026,2026-01,True,10413.0309,26303.59432769,25470.78451896,20450.06919351
1,3,SERVICIOS SOCIALES,1,Salud,294438.58439583,271223.45583813,221465.60330229,2026,2026-01,True,10413.0309,347137.50844616,319767.31203554,261103.74730484
1,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,213594.93522448,211064.30828429,205169.60954636,2026,2026-01,True,10413.0309,251824.37886899,248840.8176872,241891.07963869
1,3,SERVICIOS SOCIALES,3,Seguridad Social,6026693.41582292,6023445.92444523,5645512.32991199,2026,2026-01,True,10413.0309,7105357.2711283,7101528.54036645,6655951.99803395
1,3,SERVICIOS SOCIALES,4,Educación y Cultura,472377.80767228,463700.61548969,73916.1663227,2026,2026-01,True,10413.0309,556924.47896084,546694.23389715,87145.75864371
1,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",110608.35643877,96530.54698683,2701.05247017,2026,2026-01,True,10413.0309,130405.15510651,113807.68467799,3184.48965037
1,3,SERVICIOS SOCIALES,6,Trabajo,102923.19299423,92212.7221124,85464.97889212,2026,2026-01,True,10413.0309,121344.49311612,108717.05101701,100761.58969753
1,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,642.26350255,607.42928701,410.33608907,2026,2026-01,True,10413.0309,757.21649219,716.14761252,483.77846904
1,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,700.9215147,184.07827921,122.88476656,2026,2026-01,True,10413.0309,826.37317636,217.02480106,144.87880988
1,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",908329.56564173,702800.53491541,672419.82709809,2026,2026-01,True,10413.0309,1070903.33596006,828588.50556482,792770.22706652
1,4,SERVICIOS ECONOMICOS,2,Comunicaciones,8747.90520527,4697.35208766,669.87267066,2026,2026-01,True,10413.0309,10313.6143767,5538.08904954,789.76717792
1,4,SERVICIOS ECONOMICOS,3,Transporte,67655.21147224,22803.64381991,1959.11269896,2026,2026-01,True,10413.0309,79764.21158274,26885.06370651,2309.75672729
1,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,50095.77899801,4641.26086912,699.33159653,2026,2026-01,True,10413.0309,59061.97362252,5471.95856637,824.49869298
1,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",52230.72011694,13253.88675187,2158.40342893,2026,2026-01,True,10413.0309,61579.02872325,15626.08118672,2544.71671937
1,4,SERVICIOS ECONOMICOS,6,Industria,6096.04267132,4297.08452831,2385.37199138,2026,2026-01,True,10413.0309,7187.1187285,5066.18118614,2812.30835118
1,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",5337.7792339,3391.84950522,2598.10657739,2026,2026-01,True,10413.0309,6293.14051246,3998.92625718,3063.11839463
1,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,17245.68140604,3055.73738331,123.98516852,2026,2026-01,True,10413.0309,20332.33139955,3602.65643813,146.17616293
1,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública (intereses y gastos),1578311.74861335,1578311.74861335,1570952.05381913,2026,2026-01,True,10413.0309,1860799.62681921,1860799.62681921,1852122.68619666
2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,36405.86187765,34844.46676403,35411.51335349,2026,2026-02,True,10714.6255,41713.66020214,39924.62124381,40574.34047944
2,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,246874.0752138,261961.33035182,247530.03605817,2026,2026-02,True,10714.6255,282867.11960826,300154.02346801,283618.7163665
2,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,34794.71936859,21037.57967578,21394.93491479,2026,2026-02,True,10714.6255,39867.62091907,24104.75689383,24514.21279578
2,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,62931.23632159,42985.38404404,41898.29367939,2026,2026-02,True,10714.6255,72106.30576037,49252.44483149,48006.86195716
2,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,147403.19369654,139694.2079893,140808.32339056,2026,2026-02,True,10714.6255,168893.86536796,160060.94688423,161337.49491461
2,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,9587.2160818,7541.40205006,6040.88747605,2026,2026-02,True,10714.6255,10984.9857494,8640.90194104,6921.61961011
2,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,8993.11240864,7909.81420721,9114.8518477,2026,2026-02,True,10714.6255,10304.26463833,9063.02680625,10443.75309794
2,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,4589.22273524,3612.61414974,3147.48513445,2026,2026-02,True,10714.6255,5258.30918145,4139.31579453,3606.37322174
2,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,167267.38312499,150588.19532079,150745.3063987,2026,2026-02,True,10714.6255,191654.15739989,172543.22480199,172723.24191407
2,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,286779.71813641,245825.35726693,251604.30569525,2026,2026-02,True,10714.6255,328590.81198,281665.50366436,288286.99478232
2,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,48353.42256686,42604.03930208,40003.41977305,2026,2026-02,True,10714.6255,55403.11737003,48815.50187325,45835.72461338
2,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,30608.33036467,22490.3553094,21767.57987231,2026,2026-02,True,10714.6255,35070.87667579,25769.34017809,24941.18758315
2,3,SERVICIOS SOCIALES,1,Salud,521098.1424169,470142.71088354,460687.69408814,2026,2026-02,True,10714.6255,597071.72756406,538687.24092343,527853.72847606
2,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,226625.01153071,223761.48463893,20315.9754124,2026,2026-02,True,10714.6255,259665.84051956,256384.82527688,23277.94622405
2,3,SERVICIOS SOCIALES,3,Seguridad Social,6160753.02277422,6156860.10665306,6161848.19788409,2026,2026-02,True,10714.6255,7058960.97296091,7054500.48852521,7060215.81929715
2,3,SERVICIOS SOCIALES,4,Educación y Cultura,566745.02158508,562214.06964064,479975.14186842,2026,2026-02,True,10714.6255,649373.70061744,644182.15782585,549953.19272105
2,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",128840.47425055,115327.66989822,111183.65704756,2026,2026-02,True,10714.6255,147624.79133807,132141.88556247,127393.69571033
2,3,SERVICIOS SOCIALES,6,Trabajo,87579.83098856,87141.66094039,17727.199278,2026,2026-02,True,10714.6255,100348.54614061,99846.49302176,20311.73906838
2,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,2068.86885064,1004.77499698,1006.12576777,2026,2026-02,True,10714.6255,2370.49990819,1151.26632476,1152.81403139
2,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,7498.16698731,7247.99363042,5243.71792519,2026,2026-02,True,10714.6255,8591.36341556,8304.71599499,6008.22659995
2,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",157963.50724549,281202.74524373,305628.96112659,2026,2026-02,True,10714.6255,180993.82148188,322200.74345248,350188.18329901
2,4,SERVICIOS ECONOMICOS,2,Comunicaciones,10442.11996148,9895.91448267,9573.51610137,2026,2026-02,True,10714.6255,11964.53047389,11338.69088189,10969.28837818
2,4,SERVICIOS ECONOMICOS,3,Transporte,317268.99244436,285807.88296265,136230.85740607,2026,2026-02,True,10714.6255,363525.27480267,327477.28794514,156092.65656123
2,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,11093.53733642,13633.60196509,9975.49500979,2026,2026-02,True,10714.6255,12710.92134685,15621.3150952,11429.87386441
2,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",9947.28418326,15402.62467583,17737.77055775,2026,2026-02,True,10714.6255,11397.55003601,17648.25274864,20323.85158951
2,4,SERVICIOS ECONOMICOS,6,Industria,19947.56560155,12835.15373182,11226.32399216,2026,2026-02,True,10714.6255,22855.82404722,14706.45697692,12863.06765383
2,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",9040.84041261,5560.12680505,6100.31818263,2026,2026-02,True,10714.6255,10358.9511541,6370.76636192,6989.71502585
2,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,13247.45480593,8556.64593557,8810.10066061,2026,2026-02,True,10714.6255,15178.86955059,9804.16346757,10094.57066388
2,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública (intereses y gastos),2339485.30309105,2339485.30309105,2340480.9221405,2026,2026-02,True,10714.6255,2680570.92863282,2680570.92863282,2681711.70411725
3,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,59920.53644038,49972.58971674,45402.2901328,2026,2026-03,True,11077.0608,66410.25248079,55384.88967817,50319.60209377
3,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,312436.22698147,277056.06487127,265220.8592038,2026,2026-03,True,11077.0608,346274.74903581,307062.72527685,293945.70324684
3,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,38590.01393522,30055.80138297,28309.53864312,2026,2026-03,True,11077.0608,42769.51978267,33311.00615799,31375.61378101
3,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,374185.15251869,134893.26759696,47029.89294601,2026,2026-03,True,11077.0608,414711.41497628,149502.93323869,52123.48303651
3,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,128025.68134737,88314.02644311,73858.10395581,2026,2026-03,True,11077.0608,141891.55049977,97878.91000471,81857.33344256
3,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,11734.64809465,7395.54383886,6406.10962338,2026,2026-03,True,11077.0608,13005.57353178,8196.52097174,7099.92571464
3,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,10600.38883094,10142.62099368,7839.86489046,2026,2026-03,True,11077.0608,11748.4678956,11241.12134205,8688.9643805
3,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,20652.86315957,4546.18083207,3542.67324723,2026,2026-03,True,11077.0608,22889.67920444,5038.55664212,3926.36379415
3,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,1135692.44455408,218110.92895084,173480.38273202,2026,2026-03,True,11077.0608,1258694.03820176,241733.51443301,192269.24026556
3,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,1670308.83473388,249077.12746378,218422.53158209,2026,2026-03,True,11077.0608,1851212.25585044,276053.51862156,242078.86530341
3,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,342786.42176537,61360.8633221,39319.00052984,2026,2026-03,True,11077.0608,379912.03298178,68006.57450245,43577.45954222
3,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,85589.82471591,38304.09774639,31455.60275002,2026,2026-03,True,11077.0608,94859.66259373,42452.63733441,34862.41353401
3,3,SERVICIOS SOCIALES,1,Salud,913382.07903432,694767.39609158,398095.76669773,2026,2026-03,True,11077.0608,1012306.26565649,770014.43796766,441211.677139
3,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,296052.36401994,234655.78862307,223635.9060417,2026,2026-03,True,11077.0608,328116.42568755,260070.27130075,247856.87622767
3,3,SERVICIOS SOCIALES,3,Seguridad Social,7854372.87721688,7845894.47622276,7769586.11928948,2026,2026-03,True,11077.0608,8705043.66016826,8695647.00279332,8611074.04081099
3,3,SERVICIOS SOCIALES,4,Educación y Cultura,903953.63361925,659251.25040576,546336.7087922,2026,2026-03,True,11077.0608,1001856.66894536,730651.70288123,605507.90973829
3,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",273668.59881457,171104.77170579,112342.93717422,2026,2026-03,True,11077.0608,303308.37844587,189636.3378014,124510.28087167
3,3,SERVICIOS SOCIALES,6,Trabajo,153116.06620345,92245.399791,159142.93198127,2026,2026-03,True,11077.0608,169699.35884258,102236.07220884,176378.96656557
3,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,960.08326524,1129.04904294,964.12032016,2026,2026-03,True,11077.0608,1064.06544125,1251.3311205,1068.5397309
3,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,21240.87096567,15930.6567403,9852.90654985,2026,2026-03,True,11077.0608,23541.37141522,17656.03245827,10920.02926736
3,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",432276.53389192,441194.45316622,19565.22373619,2026,2026-03,True,11077.0608,479094.40506837,488978.1829147,21684.24258779
3,4,SERVICIOS ECONOMICOS,2,Comunicaciones,49187.87570515,19019.04447238,11128.69168232,2026,2026-03,True,11077.0608,54515.18692298,21078.90917517,12333.98878428
3,4,SERVICIOS ECONOMICOS,3,Transporte,434850.27953417,363654.99511011,156535.2924739,2026,2026-03,True,11077.0608,481946.90119202,403040.78494342,173488.9056891
3,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,16283.11220027,23199.91017112,12548.13529042,2026,2026-03,True,11077.0608,18046.66073824,25712.58509223,13907.16576159
3,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",126356.00387102,34145.71555742,23968.8933324,2026,2026-03,True,11077.0608,140041.03798181,37843.88001202,26564.85326151
3,4,SERVICIOS ECONOMICOS,6,Industria,26692.83113669,11358.27269712,10331.57260559,2026,2026-03,True,11077.0608,29583.80816531,12588.43465649,11450.53742874
3,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",4472.00672189,4867.17571804,3300.52179355,2026,2026-03,True,11077.0608,4956.34907728,5394.3169989,3657.98603699
3,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,23743.69597423,12410.18734707,7117.42471714,2026,2026-03,True,11077.0608,26315.2658195,13754.2773148,7888.28005484
3,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública (intereses y gastos),557170.80045438,557170.80045438,527975.50606101,2026,2026-03,True,11077.0608,617515.39173741,617515.39173741,585158.09009937
4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,41210.34018274,40955.74709433,41569.32163365,2026,2026-04,True,11363.0904,44523.95302636,44248.88879105,44911.79921222
4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,253735.92708253,279392.92828331,292172.5400455,2026,2026-04,True,11363.0904,274138.15194019,301858.16374294,315665.34978585
4,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,17976.07695748,21582.19676925,25532.04454566,2026,2026-04,True,11363.0904,19421.485057,23317.56328384,27585.00771838
4,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,53140.86321257,86296.29822852,175361.03190494,2026,2026-04,True,11363.0904,57413.77739094,93235.15194579,189461.34180324
