province,source,year,tax,value_millions
San Juan,serie_top_1984_2024_1.xlsx,1992,Total,61.126000000000005
San Juan,serie_top_1984_2024_1.xlsx,1993,Total,71.96289999999999
San Juan,serie_top_1984_2024_1.xlsx,1994,Total,62.67193
San Juan,serie_top_1984_2024_1.xlsx,1995,Total,58.06121
San Juan,serie_top_1984_2024_1.xlsx,1996,Total,79.31357999999999
San Juan,serie_top_1984_2024_1.xlsx,1997,Total,91.389
San Juan,serie_top_1984_2024_1.xlsx,1998,Total,100.16825
San Juan,serie_top_1984_2024_1.xlsx,1999,Total,91.72163
San Juan,serie_top_1984_2024_1.xlsx,2000,Total,89.823
San Juan,serie_top_1984_2024_1.xlsx,2001,Total,85.96086000000001
San Juan,serie_top_1984_2024_1.xlsx,2002,Total,66.65538
San Juan,serie_top_1984_2024_1.xlsx,2003,Total,103.32476
San Juan,serie_top_1984_2024_1.xlsx,2004,Total,136.36103
San Juan,serie_top_1984_2024_1.xlsx,2005,Total,183.47937
San Juan,serie_top_1984_2024_1.xlsx,2006,Total,229.92138
San Juan,serie_top_1984_2024_1.xlsx,2007,Total,307.41048
San Juan,serie_top_1984_2024_1.xlsx,2008,Total,394.45182000000005
San Juan,serie_top_1984_2024_1.xlsx,2009,Total,449.333
San Juan,serie_top_1984_2024_1.xlsx,2010,Total,619.1627
San Juan,serie_top_1984_2024_1.xlsx,2011,Total,880.49
San Juan,serie_top_1984_2024_1.xlsx,2012,Total,1168.2713
San Juan,serie_top_1984_2024_1.xlsx,2013,Total,1650.23815
San Juan,serie_top_1984_2024_1.xlsx,2014,Total,2050.67451
San Juan,serie_top_1984_2024_1.xlsx,2015,Total,2610.052520999999
San Juan,serie_top_1984_2024_1.xlsx,2016,Total,3326.865238
San Juan,serie_top_1984_2024_1.xlsx,2017,Total,4535.126855
San Juan,serie_top_1984_2024_1.xlsx,2018,Total,6006.66071083
San Juan,serie_top_1984_2024_1.xlsx,2019,Total,8861.36230793
San Juan,serie_top_1984_2024_1.xlsx,2020,Total,11135.553287230005
San Juan,serie_top_1984_2024_1.xlsx,2021,Total,18986.60030718
San Juan,serie_top_1984_2024_1.xlsx,2022,Total,33446.12446082
San Juan,serie_top_1984_2024_1.xlsx,2023,Total,77887.07876045002
San Juan,serie_top_1984_2024_1.xlsx,2024,Total,213316.1132682799
San Luis,serie_top_1984_2024_1.xlsx,1984,Automotores,0.78816
San Luis,serie_top_1984_2024_1.xlsx,1985,Automotores,2.07718
San Luis,serie_top_1984_2024_1.xlsx,1986,Automotores,1.85053
San Luis,serie_top_1984_2024_1.xlsx,1987,Automotores,1.30794
San Luis,serie_top_1984_2024_1.xlsx,1988,Automotores,1.1552
San Luis,serie_top_1984_2024_1.xlsx,1989,Automotores,0.27612
San Luis,serie_top_1984_2024_1.xlsx,1990,Automotores,2.69105
San Luis,serie_top_1984_2024_1.xlsx,1991,Automotores,0.5804
San Luis,serie_top_1984_2024_1.xlsx,1992,Automotores,1.18
San Luis,serie_top_1984_2024_1.xlsx,1993,Automotores,1.27
San Luis,serie_top_1984_2024_1.xlsx,1994,Automotores,1.25
San Luis,serie_top_1984_2024_1.xlsx,1995,Automotores,1.13614
San Luis,serie_top_1984_2024_1.xlsx,1996,Automotores,1.22666
San Luis,serie_top_1984_2024_1.xlsx,1997,Automotores,5.63179
San Luis,serie_top_1984_2024_1.xlsx,1998,Automotores,6.75142
San Luis,serie_top_1984_2024_1.xlsx,1999,Automotores,7.5285
San Luis,serie_top_1984_2024_1.xlsx,2000,Automotores,6.5855500000000005
San Luis,serie_top_1984_2024_1.xlsx,2001,Automotores,5.3003800000000005
San Luis,serie_top_1984_2024_1.xlsx,2002,Automotores,6.245229999999999
San Luis,serie_top_1984_2024_1.xlsx,2003,Automotores,7.61706
San Luis,serie_top_1984_2024_1.xlsx,2004,Automotores,8.75112
San Luis,serie_top_1984_2024_1.xlsx,2005,Automotores,13.3352
San Luis,serie_top_1984_2024_1.xlsx,2006,Automotores,14.01842
San Luis,serie_top_1984_2024_1.xlsx,2007,Automotores,17.856189999999998
San Luis,serie_top_1984_2024_1.xlsx,2008,Automotores,22.78586
San Luis,serie_top_1984_2024_1.xlsx,2009,Automotores,18.32205
San Luis,serie_top_1984_2024_1.xlsx,2010,Automotores,32.683150000000005
San Luis,serie_top_1984_2024_1.xlsx,2011,Automotores,48.98434
San Luis,serie_top_1984_2024_1.xlsx,2012,Automotores,65.65512
San Luis,serie_top_1984_2024_1.xlsx,2013,Automotores,91.11046262
San Luis,serie_top_1984_2024_1.xlsx,2014,Automotores,116.44142857
San Luis,serie_top_1984_2024_1.xlsx,2015,Automotores,169.79215332999996
San Luis,serie_top_1984_2024_1.xlsx,2016,Automotores,243.45908475000005
San Luis,serie_top_1984_2024_1.xlsx,2017,Automotores,344.99237046
San Luis,serie_top_1984_2024_1.xlsx,2018,Automotores,543.29442523
San Luis,serie_top_1984_2024_1.xlsx,2019,Automotores,717.8786019199999
San Luis,serie_top_1984_2024_1.xlsx,2020,Automotores,918.970203374
San Luis,serie_top_1984_2024_1.xlsx,2021,Automotores,1690.76946662
San Luis,serie_top_1984_2024_1.xlsx,2022,Automotores,2220.63077872
San Luis,serie_top_1984_2024_1.xlsx,2023,Automotores,4273.34986371
San Luis,serie_top_1984_2024_1.xlsx,2024,Automotores,13017.19730924
San Luis,serie_top_1984_2024_1.xlsx,1984,Ingresos Brutos,6.042560000000001
San Luis,serie_top_1984_2024_1.xlsx,1985,Ingresos Brutos,9.081040000000002
San Luis,serie_top_1984_2024_1.xlsx,1986,Ingresos Brutos,11.67255
San Luis,serie_top_1984_2024_1.xlsx,1987,Ingresos Brutos,23.21502
San Luis,serie_top_1984_2024_1.xlsx,1988,Ingresos Brutos,17.62188
San Luis,serie_top_1984_2024_1.xlsx,1989,Ingresos Brutos,18.02544
San Luis,serie_top_1984_2024_1.xlsx,1990,Ingresos Brutos,20.00927
San Luis,serie_top_1984_2024_1.xlsx,1991,Ingresos Brutos,27.0268
San Luis,serie_top_1984_2024_1.xlsx,1992,Ingresos Brutos,36.21
San Luis,serie_top_1984_2024_1.xlsx,1993,Ingresos Brutos,41.19
San Luis,serie_top_1984_2024_1.xlsx,1994,Ingresos Brutos,46.74
San Luis,serie_top_1984_2024_1.xlsx,1995,Ingresos Brutos,42.4827
San Luis,serie_top_1984_2024_1.xlsx,1996,Ingresos Brutos,45.86727
San Luis,serie_top_1984_2024_1.xlsx,1997,Ingresos Brutos,48.14601
San Luis,serie_top_1984_2024_1.xlsx,1998,Ingresos Brutos,44.52734
San Luis,serie_top_1984_2024_1.xlsx,1999,Ingresos Brutos,46.08713
San Luis,serie_top_1984_2024_1.xlsx,2000,Ingresos Brutos,46.4363
San Luis,serie_top_1984_2024_1.xlsx,2001,Ingresos Brutos,56.32013
San Luis,serie_top_1984_2024_1.xlsx,2002,Ingresos Brutos,64.9456
San Luis,serie_top_1984_2024_1.xlsx,2003,Ingresos Brutos,104.97613
San Luis,serie_top_1984_2024_1.xlsx,2004,Ingresos Brutos,107.47897
San Luis,serie_top_1984_2024_1.xlsx,2005,Ingresos Brutos,164.149
San Luis,serie_top_1984_2024_1.xlsx,2006,Ingresos Brutos,176.61202
San Luis,serie_top_1984_2024_1.xlsx,2007,Ingresos Brutos,254.67213
San Luis,serie_top_1984_2024_1.xlsx,2008,Ingresos Brutos,347.68368
San Luis,serie_top_1984_2024_1.xlsx,2009,Ingresos Brutos,363.59353
San Luis,serie_top_1984_2024_1.xlsx,2010,Ingresos Brutos,523.89712
San Luis,serie_top_1984_2024_1.xlsx,2011,Ingresos Brutos,674.75473
San Luis,serie_top_1984_2024_1.xlsx,2012,Ingresos Brutos,882.84075
San Luis,serie_top_1984_2024_1.xlsx,2013,Ingresos Brutos,1188.30354943
San Luis,serie_top_1984_2024_1.xlsx,2014,Ingresos Brutos,1618.45720137
San Luis,serie_top_1984_2024_1.xlsx,2015,Ingresos Brutos,2089.33131149
San Luis,serie_top_1984_2024_1.xlsx,2016,Ingresos Brutos,2790.52447964
San Luis,serie_top_1984_2024_1.xlsx,2017,Ingresos Brutos,3786.76609086
San Luis,serie_top_1984_2024_1.xlsx,2018,Ingresos Brutos,5008.74348298
San Luis,serie_top_1984_2024_1.xlsx,2019,Ingresos Brutos,7036.59777527
San Luis,serie_top_1984_2024_1.xlsx,2020,Ingresos Brutos,9330.296470906
San Luis,serie_top_1984_2024_1.xlsx,2021,Ingresos Brutos,14862.829544149998
San Luis,serie_top_1984_2024_1.xlsx,2022,Ingresos Brutos,28794.95632012
San Luis,serie_top_1984_2024_1.xlsx,2023,Ingresos Brutos,66298.83584988999
San Luis,serie_top_1984_2024_1.xlsx,2024,Ingresos Brutos,186137.42515642
San Luis,serie_top_1984_2024_1.xlsx,1984,Inmobiliario,1.83904
San Luis,serie_top_1984_2024_1.xlsx,1985,Inmobiliario,9.081040000000002
San Luis,serie_top_1984_2024_1.xlsx,1986,Inmobiliario,9.7421
San Luis,serie_top_1984_2024_1.xlsx,1987,Inmobiliario,5.230989999999999
San Luis,serie_top_1984_2024_1.xlsx,1988,Inmobiliario,3.65538
San Luis,serie_top_1984_2024_1.xlsx,1989,Inmobiliario,3.82695
San Luis,serie_top_1984_2024_1.xlsx,1990,Inmobiliario,5.2275100000000005
San Luis,serie_top_1984_2024_1.xlsx,1991,Inmobiliario,7.2061
San Luis,serie_top_1984_2024_1.xlsx,1992,Inmobiliario,7.51
San Luis,serie_top_1984_2024_1.xlsx,1993,Inmobiliario,11.06
San Luis,serie_top_1984_2024_1.xlsx,1994,Inmobiliario,16.33
San Luis,serie_top_1984_2024_1.xlsx,1995,Inmobiliario,14.84259
San Luis,serie_top_1984_2024_1.xlsx,1996,Inmobiliario,16.02509
San Luis,serie_top_1984_2024_1.xlsx,1997,Inmobiliario,13.85165
San Luis,serie_top_1984_2024_1.xlsx,1998,Inmobiliario,17.80136
San Luis,serie_top_1984_2024_1.xlsx,1999,Inmobiliario,17.722720000000002
San Luis,serie_top_1984_2024_1.xlsx,2000,Inmobiliario,17.22539
San Luis,serie_top_1984_2024_1.xlsx,2001,Inmobiliario,13.08359
San Luis,serie_top_1984_2024_1.xlsx,2002,Inmobiliario,14.9016
San Luis,serie_top_1984_2024_1.xlsx,2003,Inmobiliario,18.92583
San Luis,serie_top_1984_2024_1.xlsx,2004,Inmobiliario,19.93249
San Luis,serie_top_1984_2024_1.xlsx,2005,Inmobiliario,28.9668
San Luis,serie_top_1984_2024_1.xlsx,2006,Inmobiliario,29.349970000000003
San Luis,serie_top_1984_2024_1.xlsx,2007,Inmobiliario,27.68713
San Luis,serie_top_1984_2024_1.xlsx,2008,Inmobiliario,26.86644
San Luis,serie_top_1984_2024_1.xlsx,2009,Inmobiliario,25.18213
San Luis,serie_top_1984_2024_1.xlsx,2010,Inmobiliario,35.575309999999995
San Luis,serie_top_1984_2024_1.xlsx,2011,Inmobiliario,50.40081
San Luis,serie_top_1984_2024_1.xlsx,2012,Inmobiliario,63.09324
San Luis,serie_top_1984_2024_1.xlsx,2013,Inmobiliario,82.66765903
San Luis,serie_top_1984_2024_1.xlsx,2014,Inmobiliario,118.15719235
San Luis,serie_top_1984_2024_1.xlsx,2015,Inmobiliario,154.48333066
San Luis,serie_top_1984_2024_1.xlsx,2016,Inmobiliario,210.20607185000003
San Luis,serie_top_1984_2024_1.xlsx,2017,Inmobiliario,301.90027987
San Luis,serie_top_1984_2024_1.xlsx,2018,Inmobiliario,441.67433774000006
San Luis,serie_top_1984_2024_1.xlsx,2019,Inmobiliario,488.3197328
San Luis,serie_top_1984_2024_1.xlsx,2020,Inmobiliario,537.90981877
San Luis,serie_top_1984_2024_1.xlsx,2021,Inmobiliario,898.8849646000001
San Luis,serie_top_1984_2024_1.xlsx,2022,Inmobiliario,980.65924982
San Luis,serie_top_1984_2024_1.xlsx,2023,Inmobiliario,1429.2004994100002
San Luis,serie_top_1984_2024_1.xlsx,2024,Inmobiliario,5655.04298493
San Luis,serie_top_1984_2024_1.xlsx,1984,Otros,0.0
San Luis,serie_top_1984_2024_1.xlsx,1985,Otros,0.0
San Luis,serie_top_1984_2024_1.xlsx,1986,Otros,0.0
San Luis,serie_top_1984_2024_1.xlsx,1987,Otros,0.0
San Luis,serie_top_1984_2024_1.xlsx,1988,Otros,0.0
San Luis,serie_top_1984_2024_1.xlsx,1989,Otros,0.7992999999999999
San Luis,serie_top_1984_2024_1.xlsx,1990,Otros,0.4109
San Luis,serie_top_1984_2024_1.xlsx,1991,Otros,0.3173
San Luis,serie_top_1984_2024_1.xlsx,1992,Otros,0.75
San Luis,serie_top_1984_2024_1.xlsx,1993,Otros,0.7395
San Luis,serie_top_1984_2024_1.xlsx,1994,Otros,0.18
San Luis,serie_top_1984_2024_1.xlsx,1995,Otros,0.165
San Luis,serie_top_1984_2024_1.xlsx,1996,Otros,0.17664
San Luis,serie_top_1984_2024_1.xlsx,1997,Otros,2.25052
San Luis,serie_top_1984_2024_1.xlsx,1998,Otros,5.95634
San Luis,serie_top_1984_2024_1.xlsx,1999,Otros,11.7723
San Luis,serie_top_1984_2024_1.xlsx,2000,Otros,10.70967
San Luis,serie_top_1984_2024_1.xlsx,2001,Otros,17.021150000000002
San Luis,serie_top_1984_2024_1.xlsx,2002,Otros,10.16388
San Luis,serie_top_1984_2024_1.xlsx,2003,Otros,9.64147
San Luis,serie_top_1984_2024_1.xlsx,2004,Otros,22.535400000000003
San Luis,serie_top_1984_2024_1.xlsx,2005,Otros,14.3
San Luis,serie_top_1984_2024_1.xlsx,2006,Otros,24.1978
San Luis,serie_top_1984_2024_1.xlsx,2007,Otros,21.82177
San Luis,serie_top_1984_2024_1.xlsx,2008,Otros,0.0
San Luis,serie_top_1984_2024_1.xlsx,2009,Otros,3.00137
San Luis,serie_top_1984_2024_1.xlsx,2010,Otros,2.50007
San Luis,serie_top_1984_2024_1.xlsx,2011,Otros,14.96824
San Luis,serie_top_1984_2024_1.xlsx,2012,Otros,4.18071
San Luis,serie_top_1984_2024_1.xlsx,2013,Otros,25.001587000000004
San Luis,serie_top_1984_2024_1.xlsx,2014,Otros,212.27000000000004
San Luis,serie_top_1984_2024_1.xlsx,2015,Otros,267.0300000000001
San Luis,serie_top_1984_2024_1.xlsx,2016,Otros,340.2
San Luis,serie_top_1984_2024_1.xlsx,2017,Otros,540.2240209200002
San Luis,serie_top_1984_2024_1.xlsx,2018,Otros,643.1654437899999
San Luis,serie_top_1984_2024_1.xlsx,2019,Otros,963.20204806
San Luis,serie_top_1984_2024_1.xlsx,2020,Otros,1381.7565596342952
San Luis,serie_top_1984_2024_1.xlsx,2021,Otros,2003.7521067368743
San Luis,serie_top_1984_2024_1.xlsx,2022,Otros,3814.878037600084
San Luis,serie_top_1984_2024_1.xlsx,2023,Otros,14141.708531970002
San Luis,serie_top_1984_2024_1.xlsx,2024,Otros,2957.80630555
San Luis,serie_top_1984_2024_1.xlsx,1984,Sellos,2.3406
San Luis,serie_top_1984_2024_1.xlsx,1985,Sellos,2.41663
San Luis,serie_top_1984_2024_1.xlsx,1986,Sellos,3.71882
San Luis,serie_top_1984_2024_1.xlsx,1987,Sellos,3.19746
San Luis,serie_top_1984_2024_1.xlsx,1988,Sellos,2.12372
San Luis,serie_top_1984_2024_1.xlsx,1989,Sellos,2.22351
San Luis,serie_top_1984_2024_1.xlsx,1990,Sellos,0.24542
San Luis,serie_top_1984_2024_1.xlsx,1991,Sellos,4.7609
San Luis,serie_top_1984_2024_1.xlsx,1992,Sellos,7.9
San Luis,serie_top_1984_2024_1.xlsx,1993,Sellos,11.44
San Luis,serie_top_1984_2024_1.xlsx,1994,Sellos,11.55
San Luis,serie_top_1984_2024_1.xlsx,1995,Sellos,10.49797
San Luis,serie_top_1984_2024_1.xlsx,1996,Sellos,11.33434
San Luis,serie_top_1984_2024_1.xlsx,1997,Sellos,10.65455
San Luis,serie_top_1984_2024_1.xlsx,1998,Sellos,10.2262
San Luis,serie_top_1984_2024_1.xlsx,1999,Sellos,10.19804
San Luis,serie_top_1984_2024_1.xlsx,2000,Sellos,9.54538
San Luis,serie_top_1984_2024_1.xlsx,2001,Sellos,9.47918
San Luis,serie_top_1984_2024_1.xlsx,2002,Sellos,9.99681
San Luis,serie_top_1984_2024_1.xlsx,2003,Sellos,10.78387
San Luis,serie_top_1984_2024_1.xlsx,2004,Sellos,11.23276
San Luis,serie_top_1984_2024_1.xlsx,2005,Sellos,16.2176
San Luis,serie_top_1984_2024_1.xlsx,2006,Sellos,22.11282
San Luis,serie_top_1984_2024_1.xlsx,2007,Sellos,29.653080000000003
San Luis,serie_top_1984_2024_1.xlsx,2008,Sellos,35.4501
San Luis,serie_top_1984_2024_1.xlsx,2009,Sellos,37.96795
San Luis,serie_top_1984_2024_1.xlsx,2010,Sellos,51.74914
San Luis,serie_top_1984_2024_1.xlsx,2011,Sellos,78.076
San Luis,serie_top_1984_2024_1.xlsx,2012,Sellos,99.31765
San Luis,serie_top_1984_2024_1.xlsx,2013,Sellos,158.78444014000002
San Luis,serie_top_1984_2024_1.xlsx,2014,Sellos,222.98328721
San Luis,serie_top_1984_2024_1.xlsx,2015,Sellos,279.8012482
San Luis,serie_top_1984_2024_1.xlsx,2016,Sellos,346.34284774
San Luis,serie_top_1984_2024_1.xlsx,2017,Sellos,490.59116566
San Luis,serie_top_1984_2024_1.xlsx,2018,Sellos,651.35965807
San Luis,serie_top_1984_2024_1.xlsx,2019,Sellos,723.58617779
San Luis,serie_top_1984_2024_1.xlsx,2020,Sellos,766.198569492
San Luis,serie_top_1984_2024_1.xlsx,2021,Sellos,1968.47390175
San Luis,serie_top_1984_2024_1.xlsx,2022,Sellos,2767.70481811
San Luis,serie_top_1984_2024_1.xlsx,2023,Sellos,5942.608833249999
San Luis,serie_top_1984_2024_1.xlsx,2024,Sellos,17963.28512227
San Luis,serie_top_1984_2024_1.xlsx,1984,Total,11.01036
San Luis,serie_top_1984_2024_1.xlsx,1985,Total,22.655890000000003
San Luis,serie_top_1984_2024_1.xlsx,1986,Total,26.984
San Luis,serie_top_1984_2024_1.xlsx,1987,Total,32.95141
San Luis,serie_top_1984_2024_1.xlsx,1988,Total,24.55618
San Luis,serie_top_1984_2024_1.xlsx,1989,Total,25.15132
San Luis,serie_top_1984_2024_1.xlsx,1990,Total,28.584150000000005
San Luis,serie_top_1984_2024_1.xlsx,1991,Total,39.8915
San Luis,serie_top_1984_2024_1.xlsx,1992,Total,53.55
San Luis,serie_top_1984_2024_1.xlsx,1993,Total,65.6995
San Luis,serie_top_1984_2024_1.xlsx,1994,Total,76.05000000000001
San Luis,serie_top_1984_2024_1.xlsx,1995,Total,69.1244
San Luis,serie_top_1984_2024_1.xlsx,1996,Total,74.63
San Luis,serie_top_1984_2024_1.xlsx,1997,Total,80.53451999999999
San Luis,serie_top_1984_2024_1.xlsx,1998,Total,85.26266
San Luis,serie_top_1984_2024_1.xlsx,1999,Total,93.30869
San Luis,serie_top_1984_2024_1.xlsx,2000,Total,90.50229
San Luis,serie_top_1984_2024_1.xlsx,2001,Total,101.20443
San Luis,serie_top_1984_2024_1.xlsx,2002,Total,106.25312
San Luis,serie_top_1984_2024_1.xlsx,2003,Total,151.94436000000002
San Luis,serie_top_1984_2024_1.xlsx,2004,Total,169.93074000000004
San Luis,serie_top_1984_2024_1.xlsx,2005,Total,236.96860000000004
San Luis,serie_top_1984_2024_1.xlsx,2006,Total,266.29103
San Luis,serie_top_1984_2024_1.xlsx,2007,Total,351.6903
San Luis,serie_top_1984_2024_1.xlsx,2008,Total,432.78608
San Luis,serie_top_1984_2024_1.xlsx,2009,Total,448.06703
San Luis,serie_top_1984_2024_1.xlsx,2010,Total,646.4047899999999
San Luis,serie_top_1984_2024_1.xlsx,2011,Total,867.18412
San Luis,serie_top_1984_2024_1.xlsx,2012,Total,1115.08747
San Luis,serie_top_1984_2024_1.xlsx,2013,Total,1545.86769822
San Luis,serie_top_1984_2024_1.xlsx,2014,Total,2288.3091095
San Luis,serie_top_1984_2024_1.xlsx,2015,Total,2960.43804368
San Luis,serie_top_1984_2024_1.xlsx,2016,Total,3930.73248398
San Luis,serie_top_1984_2024_1.xlsx,2017,Total,5464.473927769999
San Luis,serie_top_1984_2024_1.xlsx,2018,Total,7288.23734781
San Luis,serie_top_1984_2024_1.xlsx,2019,Total,9929.58433584
San Luis,serie_top_1984_2024_1.xlsx,2020,Total,12935.131622176295
San Luis,serie_top_1984_2024_1.xlsx,2021,Total,21424.70998385688
San Luis,serie_top_1984_2024_1.xlsx,2022,Total,38578.829204370086
San Luis,serie_top_1984_2024_1.xlsx,2023,Total,92085.70357822998
San Luis,serie_top_1984_2024_1.xlsx,2024,Total,225730.75687841003
Santa Cruz,serie_top_1984_2024_1.xlsx,1984,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1985,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1986,Automotores,2.01747
Santa Cruz,serie_top_1984_2024_1.xlsx,1987,Automotores,1.58581
Santa Cruz,serie_top_1984_2024_1.xlsx,1988,Automotores,0.94793
Santa Cruz,serie_top_1984_2024_1.xlsx,1989,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1990,Automotores,1.97146
Santa Cruz,serie_top_1984_2024_1.xlsx,1991,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1992,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1993,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1994,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1995,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1996,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1997,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1998,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1999,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2000,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2001,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2002,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2003,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2004,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2005,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2006,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2007,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2008,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2009,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2010,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2011,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2012,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2013,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2014,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2015,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2016,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2017,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2018,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2019,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2020,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2021,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2022,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2023,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,2024,Automotores,0.0
Santa Cruz,serie_top_1984_2024_1.xlsx,1984,Ingresos Brutos,15.0228
Santa Cruz,serie_top_1984_2024_1.xlsx,1985,Ingresos Brutos,18.06242
Santa Cruz,serie_top_1984_2024_1.xlsx,1986,Ingresos Brutos,17.937
Santa Cruz,serie_top_1984_2024_1.xlsx,1987,Ingresos Brutos,14.72552
Santa Cruz,serie_top_1984_2024_1.xlsx,1988,Ingresos Brutos,12.83844
Santa Cruz,serie_top_1984_2024_1.xlsx,1989,Ingresos Brutos,8.85155
Santa Cruz,serie_top_1984_2024_1.xlsx,1990,Ingresos Brutos,12.70505
Santa Cruz,serie_top_1984_2024_1.xlsx,1991,Ingresos Brutos,19.15137
Santa Cruz,serie_top_1984_2024_1.xlsx,1992,Ingresos Brutos,29.073
Santa Cruz,serie_top_1984_2024_1.xlsx,1993,Ingresos Brutos,33.886900000000004
Santa Cruz,serie_top_1984_2024_1.xlsx,1994,Ingresos Brutos,41.69104
Santa Cruz,serie_top_1984_2024_1.xlsx,1995,Ingresos Brutos,54.09405
Santa Cruz,serie_top_1984_2024_1.xlsx,1996,Ingresos Brutos,49.86817
Santa Cruz,serie_top_1984_2024_1.xlsx,1997,Ingresos Brutos,52.1292
Santa Cruz,serie_top_1984_2024_1.xlsx,1998,Ingresos Brutos,53.74526
Santa Cruz,serie_top_1984_2024_1.xlsx,1999,Ingresos Brutos,46.33072
Santa Cruz,serie_top_1984_2024_1.xlsx,2000,Ingresos Brutos,50.70827
Santa Cruz,serie_top_1984_2024_1.xlsx,2001,Ingresos Brutos,38.28475
Santa Cruz,serie_top_1984_2024_1.xlsx,2002,Ingresos Brutos,37.47753
Santa Cruz,serie_top_1984_2024_1.xlsx,2003,Ingresos Brutos,122.60929
Santa Cruz,serie_top_1984_2024_1.xlsx,2004,Ingresos Brutos,152.61142
Santa Cruz,serie_top_1984_2024_1.xlsx,2005,Ingresos Brutos,191.99552
Santa Cruz,serie_top_1984_2024_1.xlsx,2006,Ingresos Brutos,283.09821
Santa Cruz,serie_top_1984_2024_1.xlsx,2007,Ingresos Brutos,376.67954
Santa Cruz,serie_top_1984_2024_1.xlsx,2008,Ingresos Brutos,460.98505
Santa Cruz,serie_top_1984_2024_1.xlsx,2009,Ingresos Brutos,462.4635
Santa Cruz,serie_top_1984_2024_1.xlsx,2010,Ingresos Brutos,604.05718
Santa Cruz,serie_top_1984_2024_1.xlsx,2011,Ingresos Brutos,845.22583
Santa Cruz,serie_top_1984_2024_1.xlsx,2012,Ingresos Brutos,1205.49376
Santa Cruz,serie_top_1984_2024_1.xlsx,2013,Ingresos Brutos,1822.51374
Santa Cruz,serie_top_1984_2024_1.xlsx,2014,Ingresos Brutos,2879.10533
Santa Cruz,serie_top_1984_2024_1.xlsx,2015,Ingresos Brutos,3368.80070293
Santa Cruz,serie_top_1984_2024_1.xlsx,2016,Ingresos Brutos,4422.08698877
Santa Cruz,serie_top_1984_2024_1.xlsx,2017,Ingresos Brutos,5661.063320434
Santa Cruz,serie_top_1984_2024_1.xlsx,2018,Ingresos Brutos,7752.848953006
Santa Cruz,serie_top_1984_2024_1.xlsx,2019,Ingresos Brutos,10708.75970199
Santa Cruz,serie_top_1984_2024_1.xlsx,2020,Ingresos Brutos,11729.28598149
Santa Cruz,serie_top_1984_2024_1.xlsx,2021,Ingresos Brutos,20569.23038238
Santa Cruz,serie_top_1984_2024_1.xlsx,2022,Ingresos Brutos,36570.14887461001
Santa Cruz,serie_top_1984_2024_1.xlsx,2023,Ingresos Brutos,84360.24226874
Santa Cruz,serie_top_1984_2024_1.xlsx,2024,Ingresos Brutos,256838.47279489823
Santa Cruz,serie_top_1984_2024_1.xlsx,1984,Inmobiliario,0.19107
Santa Cruz,serie_top_1984_2024_1.xlsx,1985,Inmobiliario,0.1308
Santa Cruz,serie_top_1984_2024_1.xlsx,1986,Inmobiliario,0.12609
Santa Cruz,serie_top_1984_2024_1.xlsx,1987,Inmobiliario,0.03757
