province,source,category,value_millions,year,period_type,period,category_normalized
Tierra del Fuego,serie_ron_2003_2025.xlsx,T O T A L | (1) + (2),493309.61942514026,2024,year,2024,Total | (1) + (2)
Buenos Aires,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,8834740.254899997,2025,year,2025,CFI | Neta
Buenos Aires,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,2754712.9500000007,2025,year,2025,Financiamiento Educativo
Buenos Aires,serie_ron_2003_2025.xlsx,Subtotal,11589453.204899998,2025,year,2025,Subtotal
Buenos Aires,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,420.1008000000001,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Buenos Aires,serie_ron_2003_2025.xlsx,Subtotal,11589873.3057,2025,year,2025,Subtotal
Buenos Aires,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,226429.9841000001,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Buenos Aires,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,53906.3613,2025,year,2025,Ley Nº 23.966 | Art. 30
Buenos Aires,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,1.0705,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Buenos Aires,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,182144.7578,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Buenos Aires,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,28974.529400000003,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Buenos Aires,serie_ron_2003_2025.xlsx,Vialidad | Provincial,59690.16030000001,2025,year,2025,Vialidad | Provincial
Buenos Aires,serie_ron_2003_2025.xlsx,F.E.D.E.I.,1488.7114292252431,2025,year,2025,F.E.D.E.I.
Buenos Aires,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,93487.32749999998,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Buenos Aires,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,3406.6327,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Buenos Aires,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2167.125346687,2025,year,2025,F.E.D.E.I.
Buenos Aires,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,0.0,2025,year,2025,Fondo | Compens. | de | Desequilib.
Buenos Aires,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,45127.3008,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Buenos Aires,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),12286697.266875912,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Buenos Aires,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),1405156.669078,2025,year,2025,Compensación Consenso Fiscal
Buenos Aires,serie_ron_2003_2025.xlsx,Total | (1) + (2),13691853.935953911,2025,year,2025,Total | (1) + (2)
Catamarca,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,1324959.0131,2025,year,2025,CFI | Neta
Catamarca,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,128647.3356,2025,year,2025,Financiamiento Educativo
Catamarca,serie_ron_2003_2025.xlsx,Subtotal,1453606.3487,2025,year,2025,Subtotal
Catamarca,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,21.3996,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Catamarca,serie_ron_2003_2025.xlsx,Subtotal,1453627.7483,2025,year,2025,Subtotal
Catamarca,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,28399.9647,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Catamarca,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,0.0,2025,year,2025,Ley Nº 23.966 | Art. 30
Catamarca,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0802,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Catamarca,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,0.0,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Catamarca,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,3637.9467,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Catamarca,serie_ron_2003_2025.xlsx,Vialidad | Provincial,6260.2291000000005,2025,year,2025,Vialidad | Provincial
Catamarca,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2243.704630467804,2025,year,2025,F.E.D.E.I.
Catamarca,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,13539.5439,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Catamarca,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,4616.157200000001,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Catamarca,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3266.173067357152,2025,year,2025,F.E.D.E.I.
Catamarca,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,26.4,2025,year,2025,Fondo | Compens. | de | Desequilib.
Catamarca,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,5660.1753,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Catamarca,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),1521278.1230978246,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Catamarca,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),16403.088946000003,2025,year,2025,Compensación Consenso Fiscal
Catamarca,serie_ron_2003_2025.xlsx,Total | (1) + (2),1537681.2120438246,2025,year,2025,Total | (1) + (2)
Córdoba,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,4094323.8419,2025,year,2025,CFI | Neta
Córdoba,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,591777.7444,2025,year,2025,Financiamiento Educativo
Córdoba,serie_ron_2003_2025.xlsx,Subtotal,4686101.586300001,2025,year,2025,Subtotal
Córdoba,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,125.30039999999998,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Córdoba,serie_ron_2003_2025.xlsx,Subtotal,4686226.886700001,2025,year,2025,Subtotal
Córdoba,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,91555.1311,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Córdoba,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,18409.253700000005,2025,year,2025,Ley Nº 23.966 | Art. 30
Córdoba,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.2963,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Córdoba,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,62203.2163,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Córdoba,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,11727.8198,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Córdoba,serie_ron_2003_2025.xlsx,Vialidad | Provincial,32733.525099999995,2025,year,2025,Vialidad | Provincial
Córdoba,serie_ron_2003_2025.xlsx,F.E.D.E.I.,1488.7114292252431,2025,year,2025,F.E.D.E.I.
Córdoba,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,36427.8206,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Córdoba,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,2818.013,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Córdoba,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2167.125346687,2025,year,2025,F.E.D.E.I.
Córdoba,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,6.0,2025,year,2025,Fondo | Compens. | de | Desequilib.
Córdoba,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,18246.9725,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Córdoba,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),4964010.771875913,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Córdoba,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),57529.58259199999,2025,year,2025,Compensación Consenso Fiscal
Córdoba,serie_ron_2003_2025.xlsx,Total | (1) + (2),5021540.3544679135,2025,year,2025,Total | (1) + (2)
Corrientes,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,1692115.9034999995,2025,year,2025,CFI | Neta
Corrientes,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,269744.4136,2025,year,2025,Financiamiento Educativo
Corrientes,serie_ron_2003_2025.xlsx,Subtotal,1961860.3171,2025,year,2025,Subtotal
Corrientes,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,38.6004,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Corrientes,serie_ron_2003_2025.xlsx,Subtotal,1961898.9175,2025,year,2025,Subtotal
Corrientes,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,38330.02219999999,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Corrientes,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,5886.426299999999,2025,year,2025,Ley Nº 23.966 | Art. 30
Corrientes,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.1329,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Corrientes,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,19889.706400000003,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Corrientes,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,4909.906800000001,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Corrientes,serie_ron_2003_2025.xlsx,Vialidad | Provincial,7979.661399999999,2025,year,2025,Vialidad | Provincial
Corrientes,serie_ron_2003_2025.xlsx,F.E.D.E.I.,1884.700726209362,2025,year,2025,F.E.D.E.I.
Corrientes,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,31914.6396,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Corrientes,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,3945.4281,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Corrientes,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2743.569125866952,2025,year,2025,F.E.D.E.I.
Corrientes,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,18.0,2025,year,2025,Fondo | Compens. | de | Desequilib.
Corrientes,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,7639.180600000001,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Corrientes,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),2087040.2916520764,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Corrientes,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),82963.80539,2025,year,2025,Compensación Consenso Fiscal
Corrientes,serie_ron_2003_2025.xlsx,Total | (1) + (2),2170004.0970420763,2025,year,2025,Total | (1) + (2)
Chaco,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,2331471.7945,2025,year,2025,CFI | Neta
Chaco,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,301283.7604,2025,year,2025,Financiamiento Educativo
Chaco,serie_ron_2003_2025.xlsx,Subtotal,2632755.5549,2025,year,2025,Subtotal
Chaco,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,33.6,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Chaco,serie_ron_2003_2025.xlsx,Subtotal,2632789.1549,2025,year,2025,Subtotal
Chaco,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,51437.69820000001,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Chaco,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,4627.730800000001,2025,year,2025,Ley Nº 23.966 | Art. 30
Chaco,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.1736,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Chaco,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,15636.6869,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Chaco,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,6588.9896,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Chaco,serie_ron_2003_2025.xlsx,Vialidad | Provincial,8269.188999999998,2025,year,2025,Vialidad | Provincial
Chaco,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2001.7152263758585,2025,year,2025,F.E.D.E.I.
Chaco,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,29658.048599999995,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Chaco,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,4121.5799,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Chaco,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2913.9077719939028,2025,year,2025,F.E.D.E.I.
Chaco,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,6.0,2025,year,2025,Fondo | Compens. | de | Desequilib.
Chaco,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,10251.6166,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Chaco,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),2768302.491098369,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Chaco,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),101757.94993200002,2025,year,2025,Compensación Consenso Fiscal
Chaco,serie_ron_2003_2025.xlsx,Total | (1) + (2),2870060.441030369,2025,year,2025,Total | (1) + (2)
Chubut,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,710970.0068999999,2025,year,2025,CFI | Neta
Chubut,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,123667.4386,2025,year,2025,Financiamiento Educativo
Chubut,serie_ron_2003_2025.xlsx,Subtotal,834637.4454999999,2025,year,2025,Subtotal
Chubut,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,24.200400000000005,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Chubut,serie_ron_2003_2025.xlsx,Subtotal,834661.6458999999,2025,year,2025,Subtotal
Chubut,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,16306.803900000004,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Chubut,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,1810.2814,2025,year,2025,Ley Nº 23.966 | Art. 30
Chubut,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0802,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Chubut,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,6116.7787,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Chubut,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,2088.8762,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Chubut,serie_ron_2003_2025.xlsx,Vialidad | Provincial,7030.6211,2025,year,2025,Vialidad | Provincial
Chubut,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2098.764312615704,2025,year,2025,F.E.D.E.I.
Chubut,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,20631.686,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Chubut,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,5350.2092,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Chubut,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3055.1826561661605,2025,year,2025,F.E.D.E.I.
Chubut,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,36.0,2025,year,2025,Fondo | Compens. | de | Desequilib.
Chubut,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,3250.0214,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Chubut,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),902436.9509687818,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Chubut,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),17155.426942,2025,year,2025,Compensación Consenso Fiscal
Chubut,serie_ron_2003_2025.xlsx,Total | (1) + (2),919592.377910782,2025,year,2025,Total | (1) + (2)
Entre Ríos,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,2317062.9986000005,2025,year,2025,CFI | Neta
Entre Ríos,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,259784.6198,2025,year,2025,Financiamiento Educativo
Entre Ríos,serie_ron_2003_2025.xlsx,Subtotal,2576847.6184000005,2025,year,2025,Subtotal
Entre Ríos,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,67.4988,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Entre Ríos,serie_ron_2003_2025.xlsx,Subtotal,2576915.1172000007,2025,year,2025,Subtotal
Entre Ríos,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,50345.39199999999,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Entre Ríos,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,7989.210899999999,2025,year,2025,Ley Nº 23.966 | Art. 30
Entre Ríos,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.1376,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Entre Ríos,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,26994.8269,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Entre Ríos,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,6448.965900000001,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Entre Ríos,serie_ron_2003_2025.xlsx,Vialidad | Provincial,10913.7548,2025,year,2025,Vialidad | Provincial
Entre Ríos,serie_ron_2003_2025.xlsx,F.E.D.E.I.,1722.671731408581,2025,year,2025,F.E.D.E.I.
Entre Ríos,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,25144.867400000003,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Entre Ríos,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,3936.1533999999992,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Entre Ríos,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2507.7026345423983,2025,year,2025,F.E.D.E.I.
Entre Ríos,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,21.6,2025,year,2025,Fondo | Compens. | de | Desequilib.
Entre Ríos,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,10033.7581,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Entre Ríos,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),2722974.1585659524,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Entre Ríos,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),46318.932904,2025,year,2025,Compensación Consenso Fiscal
Entre Ríos,serie_ron_2003_2025.xlsx,Total | (1) + (2),2769293.0914699524,2025,year,2025,Total | (1) + (2)
Formosa,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,1745243.6435000002,2025,year,2025,CFI | Neta
Formosa,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,175956.356,2025,year,2025,Financiamiento Educativo
Formosa,serie_ron_2003_2025.xlsx,Subtotal,1921199.9995,2025,year,2025,Subtotal
Formosa,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,20.7012,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Formosa,serie_ron_2003_2025.xlsx,Subtotal,1921220.7007,2025,year,2025,Subtotal
Formosa,serie_ron_2003_2025.xlsx,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,37535.61760000001,2025,year,2025,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Formosa,serie_ron_2003_2025.xlsx,Ley Nº 23.966 | Art. 30,2155.6874000000003,2025,year,2025,Ley Nº 23.966 | Art. 30
Formosa,serie_ron_2003_2025.xlsx,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0935999999999999,2025,year,2025,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Formosa,serie_ron_2003_2025.xlsx,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,7283.873799999999,2025,year,2025,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Formosa,serie_ron_2003_2025.xlsx,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,4808.192400000001,2025,year,2025,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Formosa,serie_ron_2003_2025.xlsx,Vialidad | Provincial,5678.381800000001,2025,year,2025,Vialidad | Provincial
Formosa,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2313.085517366065,2025,year,2025,F.E.D.E.I.
Formosa,serie_ron_2003_2025.xlsx,Ley Nº 24.464 | FO.NA.VI.,25789.6077,2025,year,2025,Ley Nº 24.464 | FO.NA.VI.
Formosa,serie_ron_2003_2025.xlsx,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,4287.476,2025,year,2025,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Formosa,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3367.171202703141,2025,year,2025,F.E.D.E.I.
Formosa,serie_ron_2003_2025.xlsx,Fondo | Compens. | de | Desequilib.,26.4,2025,year,2025,Fondo | Compens. | de | Desequilib.
Formosa,serie_ron_2003_2025.xlsx,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,7480.9264,2025,year,2025,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Formosa,serie_ron_2003_2025.xlsx,Total | Recursos | Origen Nacional | (1),2021947.2141200693,2025,year,2025,Total | Recursos | Origen Nacional | (1)
Formosa,serie_ron_2003_2025.xlsx,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),43175.696962,2025,year,2025,Compensación Consenso Fiscal
Formosa,serie_ron_2003_2025.xlsx,Total | (1) + (2),2065122.9110820687,2025,year,2025,Total | (1) + (2)
Jujuy,serie_ron_2003_2025.xlsx,C.F.I. | Neta De | Ley Nº 26.075,1330862.6953,2025,year,2025,CFI | Neta
Jujuy,serie_ron_2003_2025.xlsx,Financ. | Educativo | Ley Nº 26.075,168486.51049999995,2025,year,2025,Financiamiento Educativo
Jujuy,serie_ron_2003_2025.xlsx,Subtotal,1499349.2058,2025,year,2025,Subtotal
Jujuy,serie_ron_2003_2025.xlsx,Transfer. | De Servicios | Ley | Nº 24.049,33.3,2025,year,2025,Transfer. | De Servicios | Ley | Nº 24.049
Jujuy,serie_ron_2003_2025.xlsx,Subtotal,1499382.5058000002,2025,year,2025,Subtotal
