province,source,year,period_type,period,tax,value_millions
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-01,Total,950706.1411869786
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-02,Iibb,766738.3726789609
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-02,Inmobiliario,21758.626365725806
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-02,Automotores,9909.107488604586
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-02,Sellos,98963.6577996
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-02,Otros,23651.334347069598
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-02,Total,921021.0986799608
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-03,Iibb,730649.2004087999
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-03,Inmobiliario,122406.77172990215
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-03,Automotores,101253.38111747667
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-03,Sellos,102402.03380359999
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-03,Otros,26736.246904334446
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-03,Total,1083447.6339641132
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-04,Iibb,829273.77245297
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-04,Inmobiliario,77794.23594735484
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-04,Automotores,53248.92310624346
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-04,Sellos,115026.90738129998
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-04,Otros,29587.481193698113
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-04,Total,1104931.3200815665
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-05,Iibb,872228.1898038404
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-05,Inmobiliario,65141.94607071232
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-05,Automotores,76307.43948808378
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-05,Sellos,119582.71594970002
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-05,Otros,29575.538761402902
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-05,Total,1162835.8300737394
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-06,Iibb,860880.7355135505
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-06,Inmobiliario,92547.70611478384
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-06,Automotores,43481.92912680801
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-06,Sellos,120786.9578733
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-06,Otros,28243.139698208113
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-06,Total,1145940.4683266506
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-07,Iibb,907341.9863913602
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-07,Inmobiliario,31422.985921965017
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-07,Automotores,117595.26900584192
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-07,Sellos,127345.1972238
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-07,Otros,32052.83167521484
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-07,Total,1215758.270218182
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-08,Iibb,940605.7021951282
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-08,Inmobiliario,63487.42368949491
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-08,Automotores,34919.01143097067
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-08,Sellos,138269.1405467
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-08,Otros,31718.370985134807
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-08,Total,1208999.6488474286
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-09,Iibb,950550.07445641
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-09,Inmobiliario,57873.959013466214
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-09,Automotores,119778.8875622248
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-09,Sellos,136040.82162799998
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-09,Otros,31309.701551009486
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-09,Total,1295553.4442111107
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-10,Iibb,992273.7939094687
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-10,Inmobiliario,27281.368123828775
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-10,Automotores,36186.13013753055
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-10,Sellos,133903.2793101
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-10,Otros,31537.549456238805
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-10,Total,1221182.1209371667
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-11,Iibb,948570.5041813966
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-11,Inmobiliario,71790.47485231687
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-11,Automotores,117718.48604831232
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-11,Sellos,146538.6383473
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-11,Otros,32177.725916221774
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-11,Total,1316795.8293455474
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-12,Iibb,1031334.0161565744
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-12,Inmobiliario,90856.7978486543
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-12,Automotores,37657.58562403699
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-12,Sellos,127114.70454519999
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-12,Otros,33187.89952356232
Buenos Aires,recaudacion-2025.xlsx,2025,month,2025-12,Total,1320151.003698028
