report_period,publication_date,source_sha256,province,period,rank,source_page
2025-Q1,2025-07-21,941f92d5c21e9161787de5b4e43ae05a20e4686f1ed50dca5075922018981eba,Río Negro,2018-Q2,21,24
2025-Q2,2025-11-13,29caa6d368008d48b067d3a46bf6aca74228c05d1917689bb2cbe8ca67ebb2db,Río Negro,2018-Q3,20,24
2025-Q3,2026-01-23,6d17557c4ff62c84619447e396e20b431be459b08e2ebadf8f775b007b26b330,Río Negro,2018-Q4,19,24
2025-Q4,2026-06-17,0f0a3dcfab985ff3ffb50131919c71398b7fc593a3465179e0d7c45fb310b2a7,Río Negro,2019-Q1,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2019-Q2,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2019-Q3,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2019-Q4,15,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2020-Q1,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2020-Q2,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2020-Q3,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2020-Q4,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2021-Q1,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2021-Q2,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2021-Q3,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2021-Q4,22,24
2021-Q4,2022-08-09,5dd361e9c901bcfe6bc2f7ce192daa83b8fef788976f2df3db52dfd12571813b,Salta,2015-Q1,17,24
2022-Q1,2022-10-19,6975c9639421e67f81238801f4a343ceeb14fc299383b18efd1d32df9b8f7b12,Salta,2015-Q2,18,24
2022-Q2,2023-02-02,a23d02213fc4c6a974ebf2d34b726c567b95cf0df7d0995c9b5f511a7503bab1,Salta,2015-Q3,18,24
2022-Q3,2023-02-16,b5d0eb9f71642eaffda2b3dcae5110328873602b52417d018641c39dfd547029,Salta,2015-Q4,17,24
2022-Q4,2023-06-26,84b37e726c99167e3fbd7d498dd584aababb19c153d2de8d6cdddad548c4c263,Salta,2016-Q1,16,24
2023-Q1,2023-10-06,6a408f517031a1915fb549666b0cfe3278e1d149e611348a9247f7149c8fdbc6,Salta,2016-Q2,18,24
2023-Q2,2023-12-12,b0e92b275ee9b61975ba2ca2b607246904f791c20157a96a5cbc7738918fa5d0,Salta,2016-Q3,21,24
2023-Q3,2024-03-05,b365e71cf4e718cdf3db07720cefc574b932debed6fe382d9628df870ccd179e,Salta,2016-Q4,19,24
2023-Q4,2024-06-10,b95d59f1ef51df68021c8d73bf66bf85c122e7211c51bc38a13da076228b088a,Salta,2017-Q1,16,24
2024-Q1,2024-09-06,88962b9e12150178f7b5ba3d6560e2144abe59ecf4e0ba4decc32cfafcffb910,Salta,2017-Q2,16,24
2024-Q2,2024-12-10,c71ad5ebdf037d9baa031c10a313f8a3516da21ff628259f5480beea09c222ef,Salta,2017-Q3,15,24
2024-Q3,2025-02-19,f9b23bf348d53502965203a1abaedb853f177efaf0d69e877c26a0791986772b,Salta,2017-Q4,20,24
2024-Q4,2025-05-23,de9af94b2ba4cd69ebde52e6d2cb3b99978cd6c1b9078fcdf92b7a04c044cbfb,Salta,2018-Q1,19,24
2025-Q1,2025-07-21,941f92d5c21e9161787de5b4e43ae05a20e4686f1ed50dca5075922018981eba,Salta,2018-Q2,17,24
2025-Q2,2025-11-13,29caa6d368008d48b067d3a46bf6aca74228c05d1917689bb2cbe8ca67ebb2db,Salta,2018-Q3,19,24
2025-Q3,2026-01-23,6d17557c4ff62c84619447e396e20b431be459b08e2ebadf8f775b007b26b330,Salta,2018-Q4,15,24
2025-Q4,2026-06-17,0f0a3dcfab985ff3ffb50131919c71398b7fc593a3465179e0d7c45fb310b2a7,Salta,2019-Q1,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2019-Q2,18,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2019-Q3,18,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2019-Q4,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2020-Q1,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2020-Q2,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2020-Q3,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2020-Q4,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2021-Q1,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2021-Q2,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2021-Q3,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2021-Q4,21,24
2021-Q4,2022-08-09,5dd361e9c901bcfe6bc2f7ce192daa83b8fef788976f2df3db52dfd12571813b,Buenos Aires,2015-Q1,23,24
2022-Q1,2022-10-19,6975c9639421e67f81238801f4a343ceeb14fc299383b18efd1d32df9b8f7b12,Buenos Aires,2015-Q2,23,24
2022-Q2,2023-02-02,a23d02213fc4c6a974ebf2d34b726c567b95cf0df7d0995c9b5f511a7503bab1,Buenos Aires,2015-Q3,22,24
2022-Q3,2023-02-16,b5d0eb9f71642eaffda2b3dcae5110328873602b52417d018641c39dfd547029,Buenos Aires,2015-Q4,21,24
2022-Q4,2023-06-26,84b37e726c99167e3fbd7d498dd584aababb19c153d2de8d6cdddad548c4c263,Buenos Aires,2016-Q1,23,24
2023-Q1,2023-10-06,6a408f517031a1915fb549666b0cfe3278e1d149e611348a9247f7149c8fdbc6,Buenos Aires,2016-Q2,23,24
2023-Q2,2023-12-12,b0e92b275ee9b61975ba2ca2b607246904f791c20157a96a5cbc7738918fa5d0,Buenos Aires,2016-Q3,22,24
2023-Q3,2024-03-05,b365e71cf4e718cdf3db07720cefc574b932debed6fe382d9628df870ccd179e,Buenos Aires,2016-Q4,17,24
2023-Q4,2024-06-10,b95d59f1ef51df68021c8d73bf66bf85c122e7211c51bc38a13da076228b088a,Buenos Aires,2017-Q1,20,24
2024-Q1,2024-09-06,88962b9e12150178f7b5ba3d6560e2144abe59ecf4e0ba4decc32cfafcffb910,Buenos Aires,2017-Q2,18,24
2024-Q2,2024-12-10,c71ad5ebdf037d9baa031c10a313f8a3516da21ff628259f5480beea09c222ef,Buenos Aires,2017-Q3,20,24
2024-Q3,2025-02-19,f9b23bf348d53502965203a1abaedb853f177efaf0d69e877c26a0791986772b,Buenos Aires,2017-Q4,15,24
2024-Q4,2025-05-23,de9af94b2ba4cd69ebde52e6d2cb3b99978cd6c1b9078fcdf92b7a04c044cbfb,Buenos Aires,2018-Q1,17,24
2025-Q1,2025-07-21,941f92d5c21e9161787de5b4e43ae05a20e4686f1ed50dca5075922018981eba,Buenos Aires,2018-Q2,18,24
2025-Q2,2025-11-13,29caa6d368008d48b067d3a46bf6aca74228c05d1917689bb2cbe8ca67ebb2db,Buenos Aires,2018-Q3,17,24
2025-Q3,2026-01-23,6d17557c4ff62c84619447e396e20b431be459b08e2ebadf8f775b007b26b330,Buenos Aires,2018-Q4,24,24
2025-Q4,2026-06-17,0f0a3dcfab985ff3ffb50131919c71398b7fc593a3465179e0d7c45fb310b2a7,Buenos Aires,2019-Q1,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2019-Q2,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2019-Q3,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2019-Q4,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2020-Q1,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2020-Q2,15,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2020-Q3,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2020-Q4,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2021-Q1,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2021-Q2,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2021-Q3,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2021-Q4,23,24
2021-Q4,2022-08-09,5dd361e9c901bcfe6bc2f7ce192daa83b8fef788976f2df3db52dfd12571813b,Neuquén,2015-Q1,24,24
2022-Q1,2022-10-19,6975c9639421e67f81238801f4a343ceeb14fc299383b18efd1d32df9b8f7b12,Neuquén,2015-Q2,24,24
2022-Q2,2023-02-02,a23d02213fc4c6a974ebf2d34b726c567b95cf0df7d0995c9b5f511a7503bab1,Neuquén,2015-Q3,24,24
2022-Q3,2023-02-16,b5d0eb9f71642eaffda2b3dcae5110328873602b52417d018641c39dfd547029,Neuquén,2015-Q4,24,24
2022-Q4,2023-06-26,84b37e726c99167e3fbd7d498dd584aababb19c153d2de8d6cdddad548c4c263,Neuquén,2016-Q1,24,24
2023-Q1,2023-10-06,6a408f517031a1915fb549666b0cfe3278e1d149e611348a9247f7149c8fdbc6,Neuquén,2016-Q2,24,24
2023-Q2,2023-12-12,b0e92b275ee9b61975ba2ca2b607246904f791c20157a96a5cbc7738918fa5d0,Neuquén,2016-Q3,23,24
2023-Q3,2024-03-05,b365e71cf4e718cdf3db07720cefc574b932debed6fe382d9628df870ccd179e,Neuquén,2016-Q4,23,24
2023-Q4,2024-06-10,b95d59f1ef51df68021c8d73bf66bf85c122e7211c51bc38a13da076228b088a,Neuquén,2017-Q1,23,24
2024-Q1,2024-09-06,88962b9e12150178f7b5ba3d6560e2144abe59ecf4e0ba4decc32cfafcffb910,Neuquén,2017-Q2,24,24
2024-Q2,2024-12-10,c71ad5ebdf037d9baa031c10a313f8a3516da21ff628259f5480beea09c222ef,Neuquén,2017-Q3,24,24
2024-Q3,2025-02-19,f9b23bf348d53502965203a1abaedb853f177efaf0d69e877c26a0791986772b,Neuquén,2017-Q4,24,24
2024-Q4,2025-05-23,de9af94b2ba4cd69ebde52e6d2cb3b99978cd6c1b9078fcdf92b7a04c044cbfb,Neuquén,2018-Q1,23,24
2025-Q1,2025-07-21,941f92d5c21e9161787de5b4e43ae05a20e4686f1ed50dca5075922018981eba,Neuquén,2018-Q2,23,24
2025-Q2,2025-11-13,29caa6d368008d48b067d3a46bf6aca74228c05d1917689bb2cbe8ca67ebb2db,Neuquén,2018-Q3,23,24
2025-Q3,2026-01-23,6d17557c4ff62c84619447e396e20b431be459b08e2ebadf8f775b007b26b330,Neuquén,2018-Q4,21,24
2025-Q4,2026-06-17,0f0a3dcfab985ff3ffb50131919c71398b7fc593a3465179e0d7c45fb310b2a7,Neuquén,2019-Q1,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2019-Q2,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2019-Q3,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2019-Q4,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2020-Q1,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2020-Q2,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2020-Q3,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2020-Q4,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2021-Q1,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2021-Q2,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2021-Q3,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2021-Q4,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Luis,2022-Q1,1,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Pampa,2022-Q1,2,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santiago del Estero,2022-Q1,3,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Juan,2022-Q1,4,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Formosa,2022-Q1,5,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Mendoza,2022-Q1,7,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,CABA,2022-Q1,6,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Misiones,2022-Q1,9,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Córdoba,2022-Q1,8,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chaco,2022-Q1,10,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Corrientes,2022-Q1,12,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Cruz,2022-Q1,11,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Catamarca,2022-Q1,15,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Entre Ríos,2022-Q1,14,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tucumán,2022-Q1,13,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Fe,2022-Q1,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tierra del Fuego,2022-Q1,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Rioja,2022-Q1,18,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Jujuy,2022-Q1,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chubut,2022-Q1,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2022-Q1,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2022-Q1,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2022-Q1,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2022-Q1,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Luis,2022-Q2,1,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Pampa,2022-Q2,2,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Juan,2022-Q2,4,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santiago del Estero,2022-Q2,3,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Formosa,2022-Q2,5,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,CABA,2022-Q2,6,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Misiones,2022-Q2,7,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Mendoza,2022-Q2,8,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Córdoba,2022-Q2,9,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Corrientes,2022-Q2,10,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Catamarca,2022-Q2,11,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chaco,2022-Q2,12,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Cruz,2022-Q2,13,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tucumán,2022-Q2,14,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tierra del Fuego,2022-Q2,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Entre Ríos,2022-Q2,15,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Jujuy,2022-Q2,18,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Fe,2022-Q2,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Rioja,2022-Q2,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chubut,2022-Q2,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2022-Q2,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2022-Q2,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2022-Q2,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2022-Q2,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Pampa,2022-Q3,1,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Luis,2022-Q3,2,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santiago del Estero,2022-Q3,3,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Juan,2022-Q3,4,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Formosa,2022-Q3,5,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,CABA,2022-Q3,6,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Mendoza,2022-Q3,7,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Misiones,2022-Q3,8,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Córdoba,2022-Q3,10,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Corrientes,2022-Q3,11,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Catamarca,2022-Q3,9,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tucumán,2022-Q3,12,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chaco,2022-Q3,13,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Cruz,2022-Q3,14,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Fe,2022-Q3,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Jujuy,2022-Q3,15,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Entre Ríos,2022-Q3,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Rioja,2022-Q3,18,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tierra del Fuego,2022-Q3,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2022-Q3,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2022-Q3,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chubut,2022-Q3,22,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Neuquén,2022-Q3,23,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Río Negro,2022-Q3,24,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Luis,2022-Q4,1,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santiago del Estero,2022-Q4,2,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Pampa,2022-Q4,3,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,CABA,2022-Q4,4,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,San Juan,2022-Q4,5,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Formosa,2022-Q4,6,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Mendoza,2022-Q4,7,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Córdoba,2022-Q4,8,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Misiones,2022-Q4,10,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tucumán,2022-Q4,9,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Catamarca,2022-Q4,11,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Corrientes,2022-Q4,12,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Fe,2022-Q4,13,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chaco,2022-Q4,14,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Santa Cruz,2022-Q4,15,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Jujuy,2022-Q4,16,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Entre Ríos,2022-Q4,17,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Tierra del Fuego,2022-Q4,18,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,La Rioja,2022-Q4,19,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Chubut,2022-Q4,20,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Buenos Aires,2022-Q4,21,24
2026-Q1,2026-08-12,df31a6fd552cb677dcb3da3cb628667273fc515b5eb9949cc38002244b325b5c,Salta,2022-Q4,22,24
