province,period,period_type,amortization_ars_m,interest_ars_m,total_ars_m,source_url
Tierra del Fuego,2007,year,42.603172307491505,8.955783971877057,51.55895627936856,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2008,year,76.68610709550508,15.171469298472763,91.85757639397784,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2009,year,48.73999066662217,9.732309951448554,58.472300618070726,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2010,year,35.585311671686306,8.887440252419434,44.47275192410574,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2011,year,26.985830695476846,2.0700344340701236,29.05586512954697,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2012,year,23.805561019832588,4.703386447667411,28.5089474675,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2013,year,28.117275965056656,4.519652002167611,32.63692796722427,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2014,year,26.288128596767713,9.344617614484099,35.63274621125181,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2015,year,23.72319935578429,15.378199459661102,39.10139881544539,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2016,year,36.83965731392384,57.403994773173956,94.24365208709779,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2017,year,96.61198251932713,413.70553034751526,510.3175128668424,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2018,year,552.2556237847436,1239.0071993698602,1791.262823154604,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2019,year,1452.261150012147,1679.736390012325,3131.997540024472,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2020,year,2314.195757373469,1726.895666929654,4041.091424303123,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2021,year,3416.566398146647,1561.6172106322913,4978.183608778938,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2022,year,5073.094077363596,4089.3376842752696,9162.431761638865,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2023,year,18461.139113418805,16731.988614105798,35193.1277275246,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2024,year,29418.282141290852,12010.981277536232,41429.26341882708,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2025,year,19669.02047276355,13626.932117261438,33295.95259002499,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tucumán,2005,year,282.99669674028075,94.70620051590961,377.70289725619034,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2006,year,422.4534773822885,84.55669679321142,507.0101741754999,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2007,year,372.67894324077037,105.9804323357006,478.65937557647095,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2008,year,420.7821205697304,114.63617977554067,535.4183003452711,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2009,year,420.4192819424751,133.65536783695356,554.0746497794287,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2010,year,374.10914043973673,78.43880196260766,452.5479424023444,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2011,year,236.01656994139427,26.87616571087615,262.8927356522704,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2012,year,242.09007918596393,22.20030516075913,264.29038434672304,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2013,year,251.32578135383537,32.93834747401307,284.2641288278484,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2014,year,220.81181846177807,16.217593028057795,237.02941148983587,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2015,year,307.59911840762487,16.869704553282684,324.4688229609076,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2016,year,332.4404523979201,50.93435761186867,383.3748100097888,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2017,year,499.51442267008474,306.4508557484624,805.9652784185471,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2018,year,840.6229676469352,698.4451374561654,1539.0681051031006,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2019,year,1680.954410467822,2135.3631332832138,3816.317543751036,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2020,year,1683.0966202728862,2831.9357902987417,4515.032410571628,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2021,year,8817.853431740377,2781.5056769494313,11599.359108689809,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2022,year,16376.672882878102,4818.242211867056,21194.915094745156,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2023,year,11535.626699459975,15394.222259830613,26929.84895929059,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2024,year,90816.64951831455,30805.760141865027,121622.40966017958,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
Tucumán,2025,year,26279.92693510887,50827.83703340117,77107.76396851004,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tucuman_iv_trim_25_1.xlsx
La Pampa,2025,year,,,,https://www.argentina.gob.ar/sites/default/files/servicios_iv_trim_2025.xlsx
CABA,2026-Q1,quarter,3814.1723700375,6190.3299956267665,10004.502365664266,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Buenos Aires,2026-Q1,quarter,660819.999367704,547424.8250822411,1208244.8244499452,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Catamarca,2026-Q1,quarter,1643.0249894938217,3101.6927664924374,4744.717755986259,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Córdoba,2026-Q1,quarter,25309.180109579793,34283.05604064221,59592.236150222,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Corrientes,2026-Q1,quarter,3332.051233748175,982.6778001041467,4314.729033852322,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Chaco,2026-Q1,quarter,106992.68048074418,43681.48377594587,150674.16425669004,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Chubut,2026-Q1,quarter,68570.07726629249,27073.79314381318,95643.87041010566,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Entre Ríos,2026-Q1,quarter,173614.47844089902,49827.49019835163,223441.96863925067,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Formosa,2026-Q1,quarter,491.01868231,259.86565061,750.8843329199999,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Jujuy,2026-Q1,quarter,65418.68132022973,16124.647233288575,81543.32855351831,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
La Pampa,2026-Q1,quarter,0.0,0.0,0.0,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
La Rioja,2026-Q1,quarter,976.6151021458334,3098.970037,4075.5851391458336,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Mendoza,2026-Q1,quarter,68547.35999999999,40361.13,108908.48999999999,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Misiones,2026-Q1,quarter,1646.7368616979168,682.0600000000001,2328.796861697917,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Neuquén,2026-Q1,quarter,69211.632952211,13446.304117099533,82657.93706931053,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Río Negro,2026-Q1,quarter,68154.61289531458,20097.24,88251.85289531459,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Salta,2026-Q1,quarter,13702.177941377717,12790.22250230651,26492.400443684226,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
San Juan,2026-Q1,quarter,8185.065938636413,5733.035060081087,13918.1009987175,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
San Luis,2026-Q1,quarter,0.0,0.0,0.0,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Santa Cruz,2026-Q1,quarter,360.29179355696454,5345.726524895291,5706.018318452256,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Santa Fe,2026-Q1,quarter,2999.9,10035.3,13035.199999999999,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Santiago del Estero,2026-Q1,quarter,402.79866056874994,330.7041589273276,733.5028194960776,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Tierra del Fuego,2026-Q1,quarter,7267.40766929995,1661.3246541486183,8928.732323448568,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
Tucumán,2026-Q1,quarter,1417.4585245916667,22004.072317554695,23421.530842146363,https://www.argentina.gob.ar/sites/default/files/ev._de_servicios_-_consolidado_2026_-_trim._i.xlsx
