province,period,tax,value_millions,price_basis,evidence_status,source_file,source_url
Jujuy,2026-05,Inmobiliario,466.652157,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-05,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-05,Sellos,2945.876533,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-06,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-06,Iibb,26470.798853,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-06,Inmobiliario,585.154361,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-06,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-06,Sellos,3149.152867,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-01,Automotores,2514.55166264,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-01,Iibb,35892.89271075,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-01,Inmobiliario,603.31670844,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-01,Otros,30.12265181,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-01,Sellos,3580.97583531,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-02,Automotores,4482.84153608,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-02,Iibb,25307.5003753,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-02,Inmobiliario,440.43229886,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-02,Otros,22.839392029999996,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-02,Sellos,1230.14905099,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-03,Automotores,3029.05289129,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-03,Iibb,34479.59942785,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-03,Inmobiliario,1489.88057652,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-03,Otros,108.49174306,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-03,Sellos,4872.3583484499995,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-04,Automotores,4215.95658912,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-04,Iibb,29660.02766195,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-04,Inmobiliario,7765.82847783,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-04,Otros,410.29354231,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-04,Sellos,3827.67827997,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-05,Automotores,2439.47920266,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-05,Iibb,32620.48271811,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-05,Inmobiliario,4018.6921661,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-05,Otros,354.78623183999997,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Pampa,2026-05,Sellos,4262.9150646,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-01,Automotores,465.70864435,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-01,Iibb,11905.85784717,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-01,Inmobiliario,177.77756762,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-01,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-01,Sellos,1771.69874507,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-02,Automotores,561.5000584,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-02,Iibb,10431.22931162,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-02,Inmobiliario,331.47542935,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-02,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-02,Sellos,1727.11827215,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-03,Automotores,814.62135491,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-03,Iibb,10141.29731003,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-03,Inmobiliario,1204.5789452899999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-03,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-03,Sellos,1828.8498712499998,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-04,Automotores,1641.43106567,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-04,Iibb,12154.9953214,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-04,Inmobiliario,506.49486937,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-04,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-04,Sellos,1844.32294994,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-05,Automotores,997.96492693,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-05,Iibb,11506.15128883,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-05,Inmobiliario,293.11490066999994,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-05,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-05,Sellos,2124.4086718300005,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-06,Automotores,826.47227681,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-06,Iibb,12236.69580414,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-06,Inmobiliario,270.88436797,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-06,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
La Rioja,2026-06,Sellos,2332.05188479,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-01,Automotores,3641.0630381,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-01,Iibb,117078.451628,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-01,Inmobiliario,2083.6220027,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-01,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-01,Sellos,12468.715794,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-02,Automotores,9223.3247194,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-02,Iibb,107684.302374,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-02,Inmobiliario,23855.459072,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-02,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-02,Sellos,9809.9932623,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-03,Automotores,27438.118094,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-03,Iibb,102299.489784,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-03,Inmobiliario,6685.7805258,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-03,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-03,Sellos,10286.082233,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-04,Automotores,7015.9967763,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-04,Iibb,110785.143496,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-04,Inmobiliario,5994.3560237,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-04,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-04,Sellos,11215.035749,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-05,Automotores,10659.953303,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-05,Iibb,117822.892378,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-05,Inmobiliario,2742.9332244,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-05,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-05,Sellos,11690.252686,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-06,Automotores,6768.557634,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-06,Iibb,116053.38275,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-06,Inmobiliario,5982.723089,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-06,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Mendoza,2026-06,Sellos,11294.864805,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-01,Automotores,303.47186245999995,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-01,Iibb,84541.87094949001,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-01,Inmobiliario,3004.0058206599997,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-01,Otros,209.43365573999998,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-01,Sellos,5230.08847492,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-02,Automotores,834.5000247,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-02,Iibb,77385.17541571001,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-02,Inmobiliario,2522.67759554,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-02,Otros,241.06002909,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-02,Sellos,4844.94930689,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-03,Automotores,1798.21748676,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-03,Iibb,74671.14177964999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-03,Inmobiliario,1172.27233858,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-03,Otros,216.99960604,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-03,Sellos,4819.58233902,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-04,Automotores,893.7396281599999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-04,Iibb,86671.87649905,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-04,Inmobiliario,678.59135565,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-04,Otros,168.13488996,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-04,Sellos,5040.8168746599995,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-05,Automotores,651.0260630700001,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-05,Iibb,82187.03033167,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-05,Inmobiliario,534.69132932,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-05,Otros,219.28829995,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-05,Sellos,5661.58435922,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-06,Automotores,556.04835772,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-06,Iibb,81085.17583063,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-06,Inmobiliario,633.0542132100001,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-06,Otros,192.87112061000002,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Misiones,2026-06,Sellos,5633.88023634,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-01,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-01,Iibb,153865.78661314,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-01,Inmobiliario,12129.15347107,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-01,Otros,382.56960196,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-01,Sellos,10620.09625887,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-02,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-02,Iibb,152796.7578945,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-02,Inmobiliario,5276.71644287,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-02,Otros,1072.26097416,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-02,Sellos,17369.22637482,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-03,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-03,Iibb,142318.11428116,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-03,Inmobiliario,2887.13730843,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-03,Otros,738.77283909,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-03,Sellos,11440.79271291,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-04,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-04,Iibb,168026.851179,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-04,Inmobiliario,3254.35332358,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-04,Otros,1389.76899738,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-04,Sellos,11553.46871175,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-05,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-05,Iibb,188093.61127485,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-05,Inmobiliario,2827.97692143,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-05,Otros,469.90074005,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-05,Sellos,13087.60448782,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-06,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-06,Iibb,195071.70213106,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-06,Inmobiliario,2803.4029759299997,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-06,Otros,834.8594350599999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Neuquén,2026-06,Sellos,11161.3107321,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Río Negro,2026-01,Automotores,9743.41992652,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Río Negro,2026-01,Iibb,55702.02098655,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Río Negro,2026-01,Inmobiliario,6120.87243776,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Río Negro,2026-01,Otros,4094.64434956,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
